"ID","Title","Alt Title","Special Mode Title","Locations","Comments"
"861","近在天边*","","","Ultima Thule MSQ stage 2","近在天边：双色宝石350"
"862","近在天边（超越暗影）","","","Ultima Thule MSQ stage 3",""
"863","向着光明的未来**","","","Endwalker sanctuaries","6.0原声专辑Endwalker"
"864","城镇主题曲　～晓月～*","","","Bestways Burrow","城镇主题曲　～晓月～：双色宝石350"
"865","搏战*","","","Labyrinthos combat","搏战：怪物狩猎的战利品300"
"866","搏战*","","","Thavnair combat","搏战：怪物狩猎的战利品300"
"867","搏战*","","","Garlemald combat","搏战：怪物狩猎的战利品300"
"868","搏战*","","","Elpis combat","搏战：怪物狩猎的战利品300"
"869","战斗1（最终幻想IV）*","","","Mare Lamentorum combat (The Carrotorium, Greatest Endsvale)","战斗1（最终幻想IV）：胡萝卜币6"
"870","呼唤终结之神*","","","The Dark Inside / The Minstrel's Ballad: Zodiark's Fall (Zodiark)","呼唤终结之神：佐迪亚克暝暗歼灭战掉落后炼金术士制作"
"871","你的答案*","","","The Mothercrystal / The Minstrel's Ballad: Hydaelyn's Call (Hydaelyn)","你的答案：海德林晖光歼灭战掉落后炼金术士制作"
"872","终结之战*","","","The Final Day (phase 1) (Endsinger)","终结之战：终结之战掉落后炼金术士制作"
"873","情感所影响的力量*","","","The Final Day (phase 2) (Endsinger)","情感所影响的力量：终结之战掉落后炼金术士制作"
"874","佐特塔*","","","Tower of Zot","佐特塔：异形楼阁佐特塔掉落/优雷卡鉴定"
"875","*加雷马快列*","","","Tower of Babil","加雷马快列：魔导神门巴别塔掉落/优雷卡鉴定"
"876","天空燃烧之日*","","","Vanaspati","天空燃烧之日：末日树海万相森国/优雷卡鉴定"
"877","创造之奇迹*","","","Ktisis Hyperboreia","创造之奇迹：创造环境极北造物院/优雷卡鉴定"
"878","星海*","","","The Aitiascope","星海：星海深幽寻因星晶镜/优雷卡鉴定"
"879","先逝的群星*","","","The Dead Ends","先逝的群星：最终幻想末世终迹/优雷卡鉴定"
"880","开开心心胡萝卜*","","","Smileton","开开心心胡萝卜：乐园都市笑笑镇/优雷卡鉴定"
"881","逃亡（星海旅途）","","","The Stigma Dreamscape",""
"882","锋芒*","","","Endwalker mid-dungeon bosses","锋芒：G14G15寻宝"
"883","终局*","","","Endwalker dungeon final bosses","终局：G14G15寻宝"
"884","魔王居住之地**","","","The Gates of Pandæmonium",""
"885","惩戒的镣铐*","","","Asphodelos: The First Circle (Erichthonios), Asphodelos: The Second Circle (Hippokampos), Asphodelos: The Third Circle (Phoinix)","惩戒的镣铐：万魔殿 边境之狱3"
"886","此处有狮*","","","Asphodelos: The Fourth Circle (Hesperos)","此处有狮：：万魔殿 边境之狱4"
"887","晓月的前奏曲","","","Endwalker title screen","6.0登录界面背景音乐"
"888","???","","","Endwalker credits","38 minute medley of songs through ARR to EW"
"889","呼唤终结之神","","","The Minstrel's Ballad: Zodiark's Fall mount / Lynx of Darkness","呼唤终结之神：佐迪亚克暝暗歼灭战掉落后炼金术士制作"
"890","你的答案*","","","The Minstrel's Ballad: Hydaelyn's Call mount / Lynx of Light","你的答案：海德林晖光歼灭战掉落后炼金术士制作"
"891","此处有狮*","","","Asphodelos: The Fourth Circle (Hesperos) mount / Phoinix","此处有狮：：万魔殿 边境之狱4"
"892","此处有狮：：万魔殿 边境之狱4","","","Endwalker mounts","此处有狮：：万魔殿 边境之狱4"
"893","恐怖的波动","","","","6.0原声集"
"894","回去吧，回到遥远的故乡*","","","Garlemald radio","加雷马广播"
"895","少有人走的路**","","","","同892【?"
"896","终途旅人-足迹*","","","","终途旅人-足迹:晓月之终途主线【1分27秒】"
"897","自下而上**","","","Labyrinthos (MSQ based)","6.0原声集"
"898","你的答案*","","","Endwalker cutscenes","乐队版本"
"899","众生如归流*","","","Worthy of His Back (Solo Instance)","众生如归流：欧米茄时空狭缝任务"
"900","上下易位*","","","Labyrinthos sanctuaries","上下易位：星海空间颠倒塔"
"901","艾欧泽亚的守护者*","","","","艾欧泽亚的守护者：成就：旋律的沉醉者3"
"902","终途旅人（短）","","","",""
"903","???","","","",""
"904","与此同时　～野心蠢动～*","","","Endwalker cutscenes (Void/Thirteenth)","与此同时　～野心蠢动～：任务：虚无界的旁观者续篇"
"905","万世箴言（钢琴集）*","","","Restricted Archives","万世箴言（钢琴集）：商城"
"906","河马骑手团*","","","Thavnair (Arkasodara)","河马骑手团：：星钴币 *6"
"907","复仇的怒嚎（交响乐版）*","","","Dragonsong's Reprise (Ultimate) phase 7 (Dragon-king Thordan)","复仇的怒嚎（交响乐版）：商城"
"908","热身*","","","Crystalline Conflict","热身：战利水晶1000"
"909","狩猎时机　～晓月～*","","","Crystalline Conflict","狩猎时机　～晓月～：战利水晶1000"
"910","快跑！　～晓月～*","","","Crystalline Conflict","快跑！　～晓月～：战利水晶1000"
"911","打开的地图*","","","Alzadaal's Legacy","打开的地图：近东秘宝阿尔扎达尔海底遗迹群/优雷卡鉴定"
"912","???","","","The Omphalos",""
"913","巡礼者之路*","","","Aglaia","巡礼者之路：灿烂神域阿格莱亚"
"914","威光*","","","Aglaia Boss 1 (Byregot) / Aglaia Boss 2 (Rhalgr) / Aglaia Boss 3 (Azeyma)","威光：灿烂神域阿格莱亚"
"915","生命的天平*","","","Aglaia Final Boss (Nald'thal)","生命的天平：灿烂神域阿格莱亚"
"916","","","","",""
"917","终结之战*","","","Bluefeather Lynx / The Minstrel's Ballad: Endsinger's Aria mount",""
"918","???","","","",""
"919","世界的重量／伴奏曲","","","Pod mount","世界的重量／伴奏曲：任务：心之所在"
"920","苍穹骑士团*","","","Dragonsong's Reprise (Ultimate) phase 1 (Ser Charibert, Ser Adelphel, Ser Grinnaux)","幻想龙诗绝境战P1"
"921","英杰*","","","Dragonsong's Reprise (Ultimate) phase 2 (King Thordan)","幻想龙诗绝境战P2"
"922","邪龙急袭","","","Dragonsong's Reprise (Ultimate) phase 3 (Niddhogg, Estinien form)","幻想龙诗绝境战P3"
"923","斗争","","","Dragonsong's Reprise (Ultimate) phase 4 (Eyes phase)","幻想龙诗绝境战P4"
"924","圣座","","","Dragonsong's Reprise (Ultimate) intro phase revisit","幻想龙诗绝境战P5"
"925","天堂**","","","Dragonsong's Reprise (Ultimate) phase 5 (King Thordan, alternate timeline)","幻想龙诗绝境战P6"
"926","Dragonsong -千年龙诗-","","","Dragonsong's Reprise (Ultimate) phase 6 (Nidhogg and Hraesvelgr)","幻想龙诗绝境战P7"
"927","万龙之祖","","","Dragonsong's Reprise (Ultimate) phase 4 (Eyes phase) enrage scene","幻想龙诗绝境战P8"
"928","???","","","Zero's Domain",""
"929","天边的瑶星*","","","Ultima Thule (Omicrons)","天边的瑶星：密文币 ×6"
"930","高贝扎四天王之战　～禁断的记忆～*","","","Storm's Crown / Storm's Crown (Extreme) (Barbariccia)","高贝扎四天王之战　～禁断的记忆～：巴尔巴莉希娅歼殛战 掉落"
"931","冒险途中的小憩*","","","Island Sanctuary Hideaway","冒险途中的小憩：谢尔达莱青船币 ×4000"
"932","丰饶之岛*","","","Island Sanctuary Non-Hideaway","丰饶之岛：谢尔达莱青船币 ×4000"
"933","特罗亚国　～晓月～*","","","The Fell Court of Troia","特罗亚国～晓月～：异界孤城特罗亚宫廷掉落"
"934","战斗2（最终幻想IV）　～晓月～*","","","The Fell Court of Troia final boss (Scarmiglione), Lapis Manalis final boss (Cagnazzo)","战斗2（最终幻想IV）　～晓月～：异界孤城特罗亚宫廷掉落"
"935","灼热之地（钢琴集）*","","","The Sil'dihn Subterrane","灼热之地（钢琴集）：商城"
"936","萨纳兰的热沙*","","","Another Sil'dihn Subterrane / Another Sil'dihn Subterrane (Savage)","萨纳兰的热沙：希拉狄哈银币 ×8"
"937","无声尖叫*","","","Abyssos: The Fifth Circle (Proto-Carbuncle)","无声尖叫：万魔殿炼净之狱1"
"938","尖叫*","","","Abyssos: The Sixth Circle (Hegemone), Abyssos: The Seventh Circle (Agdistis)","尖叫：万魔殿炼净之狱2"
"939","其火尚存*","","","Abyssos: The Eighth Circle (Hephaistos) phase 1","其火尚存：万魔殿炼净之狱4"
"940","相白质黑","","","Abyssos: The Eighth Circle (Hephaistos) phase 2",""
"941","高贝扎四天王之战　～禁断的记忆～*","","","Lynx of Imperial Wind / Storm's Crown (Extreme) mount",""
"942","相白质黑*","","","Sunforged / Abyssos: The Eighth Circle (Savage) (Hephaistos) mount","相白质黑：零式万魔殿炼净之狱4"
"943","丰饶之岛","","","Island Mandragora mount / Island Onion Prince mount / Island Eggplant Knight mount",""
"944","灼热之地（钢琴集）*","","","Silkie mount",""
"945","萨纳兰的热沙*","","","Sil'dihn Throne mount",""
"946","???","","","",""
"947","???","","","",""
"948","梦明旅人*","","","Loporrit Tribal Area","通过兔兔族任务获得友好度后花费胡萝卜币获得"
"949","魂火铸就*","","","Mount Ordeals (Rubicante) / Mount Ordeals (Extreme) (Rubicante)","魂火铸就 通过卢比坎特歼殛战获得材料陈旧的乐谱：魂火铸就并制作"
"950","从天而降*","","","The Omega Protocol (Ultimate) Phase 3 (Omega)","欧米茄绝境验证战P3 boss“欧米茄” 背景音乐"
"951","天降之力 (管弦乐版)**","","","The Omega Protocol (Ultimate) Phase 6 (Alpha Omega)","欧米茄绝境验证战P6 boss“阿尔法欧米茄” 背景音乐"
"952","洞中青辉*","","","Lapis Manalis","洞中青辉 通过副本“雪山奥窟冥魂石洞” BOSS2获得"
"953","禁地优雷卡　～晓月～*","","","Eureka Orthos","禁地优雷卡　～晓月～ 通过鉴定“埋藏的宝藏”获得"
"954","平衡-（脉动电音）**","","","Eureka Orthos","来自专辑《Pulse: FINAL FANTASY XIV Remix Album》作为深层优雷卡背景音乐"
"955","忘却的彼方 (脉动电音）**","","","Eureka Orthos","来自专辑《Pulse: FINAL FANTASY XIV Remix Album》作为深层优雷卡背景音乐"
"956","一瞬千里（脉动电音）**","","","Eureka Orthos","来自专辑《Pulse: FINAL FANTASY XIV Remix Album》作为深层优雷卡背景音乐"
"957","幽冥水底（脉动电音）*","","","Eureka Orthos","幽冥水底（脉动电音）通过道具商城购买"
"958","众神的宠爱*","","","Euphrosyne","众神的宠爱 通过喜悦神域欧芙洛绪涅 最终boss 宝箱获得"
"959","跃动的大地*","","","Euphrosyne Boss 1 (Nophica), Boss 2 (Althyk & Nymeia), Boss 3 (Halone)","跃动的大地 通过喜悦神域欧芙洛绪涅 最终boss 宝箱获得"
"960","满月之夜*","","","Euphrosyne Boss final boss (Menphina)","满月之夜 通过喜悦神域欧芙洛绪涅 最终boss 宝箱获得"
"961","魂火铸就*","","","Lynx of Righteous Fire / Mount Ordeals (Extreme) mount","魂火铸就 通过卢比坎特歼殛战获得材料陈旧的乐谱：魂火铸就并制作"
"962","德尔塔幻境*","","","The Omega Protocol (Ultimate) Phase 1 (Omega)","德尔塔幻境 通过任务原初之龙如红色流星般降临获得"
"963","无心*","","","The Omega Protocol (Ultimate) Phase 2 (Omega M + Omega F)","无心 通过欧米茄时空狭缝 阿尔法幻境4获得"
"964","逃亡*","","","The Omega Protocol (Ultimate) Phase 5 (Omega M + Omega F)","逃亡 通过欧米茄时空狭缝 阿尔法幻境3获得"
"965","另一个月亮　～晓月～*","","","Endwalker Thirteenth's Moon theme","完成6.4主线任务“负罪的王座“获得"
"966","虚无界的救赎者*","","","The Voidcast Dais (Golbez)","XXXX 通过高贝扎歼殛战获得材料并制作"
"967","战斗2（最终幻想IV）　～晓月～*","","","","异界孤城特罗亚宫廷"
"968","清凉的洞穴 ～无人岛开拓～**","","","","战斗2（最终幻想IV）　～晓月～无人岛新bgm"
"969","","","","",""
"970","","","","",""
"971","星球的叹息 ～间歇灵泉哈姆岛～*","","","The Aetherfont","星球的叹息 通过间歇灵泉哈姆岛 最终boss 宝箱获得"
"972","红色夜阑**","","","Mount Rokkon","六根山bgm  来自专辑《STORMBLOOD FINAL FANTASY XIV Original Soundtrack》"
"973","Stormblood　-血雨狂潮-**","","","Mount Rokkon final boss ()","六根山bgm  来自专辑《STORMBLOOD FINAL FANTASY XIV Original Soundtrack》"
"974","猩红崛起 ～异闻六根山～**","","","Another Mount Rokkon","异闻六根山bgm"
"975","疲惫不堪 ～万魔殿 荒天之狱～*","","","Anabaseios: The Ninth Circle / Anabaseios: The Ninth Circle: Savage (Kokytos) / Anabaseios: The Tenth Circle / Anabaseios: The Tenth Circle: Savage (Pandæmonium)","P9-P10 bgm"
"976","转瞬即逝 ～万魔殿 荒天之狱～*","","","Anabaseios: The Eleventh Circle / Anabaseios: The Eleventh Circle: Savage (Themis)","P11"
"977","不倦之人雅典娜 ～万魔殿 荒天之狱～*","","","Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage (Athena)","P12门神"
"978","阿尔蒂玛完美形态 ～晓月～*","","","Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage Phase 2 (Athena)","阿尔蒂玛完美形态 ～暁月～ 通过 零式万魔殿 荒天之狱4 获取"
"979","虚无界的救赎者*","","","Lynx of Fallen Shadow mount / The Voidcast Dais (Golbez) mount","虚无界的救赎者 通过高贝扎歼殛战获得材料陈旧的乐谱：虚无界的救赎者并制作"
"980","不倦之人雅典娜 ～万魔殿 荒天之狱～*","","","Axolotl mount / Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage Phase 2 (Athena) mount","P12本体"
"981","红色夜阑**","","","Burabura Chochin / Mount Rokkon mount","六根山bgm  来自专辑《STORMBLOOD FINAL FANTASY XIV Original Soundtrack》"
"982","Stormblood　-血雨狂潮-**","","","Shishioji / Another Mount Rokkon mount","六根山bgm  来自专辑《STORMBLOOD FINAL FANTASY XIV Original Soundtrack》"
"983","","","","",""
"984","","","","",""
"985","梦中的天空","","","Garlond GL-IS mount","梦中的天空 通过部队潜水艇探索获得"
